Fascia,Cognome e Nome,Cognome e Nome normalized,Uppercase Surname,Cognome,Nome,Genere,Ateneo,Facoltà,GSD 2024,SSD 2024,SSD 2015,SC 2015,Struttura di afferenza,Servizio prestato in altro ateneo,molteplicità,OpenAlex ID,OpenAlex Name,ORCID,H-Index,I10-Index,Works Count,Cited By Count,Institution (OpenAlex)
Ordinario,CECI Michelangelo,CECI Michelangelo,CECI,Ceci,Michelangelo,M,BARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5073750332,Michelangelo Ceci,0000-0002-6690-7583,33.0,85.0,267.0,3124.0,University of Bari Aldo Moro
Ordinario,CELESTI Antonio,CELESTI Antonio,CELESTI,Celesti,Antonio,M,MESSINA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche ed Informatiche, Scienze Fisiche e Scienze della Terra",,,https://openalex.org/A5057755004,Antonio Celesti,0000-0001-9003-6194,31.0,105.0,250.0,4376.0,University of Messina
Ricercatore a t.d. - t.pieno (L. 79/2022),CELLI Andrea,CELLI Andrea,CELLI,Celli,Andrea,M,Bocconi MILANO,Economia,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE DELLA COMPUTAZIONE - DEPARTMENT OF COMPUTING SCIENCES (DCS),,,https://openalex.org/A5101558110,Andrea Celli,0009-0000-8591-9021,14.0,16.0,129.0,806.0,Hesperia Hospital
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CELONA Luigi,CELONA Luigi,CELONA,Celona,Luigi,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5065319505,Luigi Celona,0000-0002-5925-2646,14.0,16.0,54.0,1552.0,University of Milano-Bicocca
Associato,CENA Federica,CENA Federica,CENA,Cena,Federica,F,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5048342018,Federica Cena,0000-0003-3481-3360,22.0,55.0,199.0,2229.0,University of Turin
Ricercatore,CENCIARELLI Pietro,CENCIARELLI Pietro,CENCIARELLI,Cenciarelli,Pietro,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5067204764,Pietro Cenciarelli,,6.0,5.0,18.0,240.0,Sapienza University of Rome
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CENI Andrea,CENI Andrea,CENI,Ceni,Andrea,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5046284911,Andrea Ceni,0000-0002-5084-0505,4.0,3.0,28.0,89.0,University of Pisa
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CERAGIOLI Lorenzo,CERAGIOLI Lorenzo,CERAGIOLI,Ceragioli,Lorenzo,M,Scuola IMT Alti Studi LUCCA,Altre Strutture,01/INFO-01,INFO-01/A,INF/01,01/B1,Non disponibile,,,https://openalex.org/A5082476880,Lorenzo Ceragioli,0000-0002-1288-9623,3.0,0.0,19.0,30.0,IMT School for Advanced Studies Lucca
Associato,CERAVOLO Paolo,CERAVOLO Paolo,CERAVOLO,Ceravolo,Paolo,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5030929146,Paolo Ceravolo,0000-0002-4519-0173,22.0,42.0,217.0,2855.0,University of Milan
Associato confermato,CERIOLI Maura,CERIOLI Maura,CERIOLI,Cerioli,Maura,F,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5012601736,Maura Cerioli,0000-0002-8781-8782,12.0,17.0,60.0,592.0,University of Genoa
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CEROTTI Davide,CEROTTI Davide,CEROTTI,Cerotti,Davide,M,PIEMONTE ORIENTALE,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE E INNOVAZIONE TECNOLOGICA (DISIT),,,https://openalex.org/A5033389108,Davide Cerotti,0000-0001-5192-9387,12.0,12.0,46.0,502.0,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CERULLI Martina,CERULLI Martina,CERULLI,Cerulli,Martina,F,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5008342539,Martina Cerulli,0000-0002-6341-8143,4.0,1.0,27.0,53.0,University of Salerno
Associato,CERULO Luigi,CERULO Luigi,CERULO,Cerulo,Luigi,M,SANNIO di BENEVENTO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze e Tecnologie,,,https://openalex.org/A5025973233,Luigi Cerulo,0000-0001-8342-3487,34.0,55.0,111.0,3321.0,University of Sannio
Ordinario,CESA-BIANCHI Nicolo' Antonio,CESA-BIANCHI Nicolò Antonio,CESA-BIANCHI,Cesa-Bianchi,Nicolò Antonio,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,,,,,,,,
Associato,CESELLI Alberto,CESELLI Alberto,CESELLI,Ceselli,Alberto,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5020841360,Alberto Ceselli,0000-0002-0983-2706,21.0,33.0,124.0,1633.0,University of Milan
Associato,CHECCO Alessandro,CHECCO Alessandro,CHECCO,Checco,Alessandro,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5021006031,Alessandro Checco,0000-0002-0981-3409,18.0,23.0,67.0,980.0,Consorzio Nazionale Interuniversitario per le Telecomunicazioni
Ricercatore a t.d. - t.pieno (L. 79/2022),CHERCHI Gianmarco,CHERCHI Gianmarco,CHERCHI,Cherchi,Gianmarco,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5006227713,Gianmarco Cherchi,0000-0003-2029-1119,10.0,10.0,38.0,297.0,University of Cagliari
Associato,CHESSA Manuela,CHESSA Manuela,CHESSA,Chessa,Manuela,F,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5008474318,Manuela Chessa,0000-0003-3098-5894,19.0,27.0,151.0,1040.0,University of Genoa
Ordinario,CHESSA Stefano,CHESSA Stefano,CHESSA,Chessa,Stefano,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5057916297,Stefano Chessa,0000-0002-1248-9478,32.0,102.0,254.0,5336.0,University of Pisa
Ricercatore a t.d. - t.pieno (L. 79/2022),CHICCO Davide,CHICCO Davide,CHICCO,Chicco,Davide,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5011556172,Davide Chicco,0000-0001-9655-7142,28.0,46.0,109.0,12638.0,University of Toronto
Ordinario,CHIERICHETTI Flavio,CHIERICHETTI Flavio,CHIERICHETTI,Chierichetti,Flavio,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5078401676,Flavio Chierichetti,0000-0001-8261-9058,25.0,44.0,99.0,2461.0,Sapienza University of Rome
Ordinario,CHITTARO Luca,CHITTARO Luca,CHITTARO,Chittaro,Luca,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",,,https://openalex.org/A5039334766,Luca Chittaro,0000-0001-5975-4294,50.0,138.0,235.0,7915.0,University of Udine
Ordinario,CIANCARINI Paolo,CIANCARINI Paolo,CIANCARINI,Ciancarini,Paolo,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5072561518,Paolo Ciancarini,0000-0002-7958-9924,32.0,118.0,360.0,5022.0,University of Bologna
Ordinario,CIARAMELLA Angelo,CIARAMELLA Angelo,CIARAMELLA,Ciaramella,Angelo,M,"""Parthenope"" di NAPOLI",,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE E TECNOLOGIE,,,https://openalex.org/A5083215657,Angelo Ciaramella,0000-0001-5592-7995,23.0,41.0,166.0,1459.0,Parthenope University of Naples
Associato,CIAVOTTA Michele,CIAVOTTA Michele,CIAVOTTA,Ciavotta,Michele,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5079768184,Michele Ciavotta,0000-0002-2480-966X,16.0,27.0,107.0,1283.0,University of Milano-Bicocca
Ordinario,CICALESE Ferdinando,CICALESE Ferdinando,CICALESE,Cicalese,Ferdinando,M,VERONA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5037548562,Ferdinando Cicalese,0000-0003-1652-0599,22.0,57.0,191.0,1622.0,University of Verona
Associato,CIMATO Stelvio,CIMATO Stelvio,CIMATO,Cimato,Stelvio,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5054965999,Stelvio Cimato,0000-0003-1737-6218,22.0,45.0,150.0,1806.0,University of Milan
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CIMINO Gaetano,CIMINO Gaetano,CIMINO,Cimino,Gaetano,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5038646674,Gaetano Cimino,0000-0001-8061-7104,4.0,1.0,16.0,61.0,University of Salerno
Ricercatore a t.d. - t.pieno (L. 79/2022),CIMMINO Lucia,CIMMINO Lucia,CIMMINO,Cimmino,Lucia,F,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5059135159,Lucia Cimmino,0000-0003-4880-4975,8.0,6.0,22.0,174.0,University of Salerno
Ricercatore,CINCOTTI Gianluca,CINCOTTI Gianluca,CINCOTTI,Cincotti,Gianluca,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5017196703,Gianluca Cincotti,,4.0,3.0,9.0,78.0,University of Catania
Ricercatore a t.d. - t.pieno (L. 79/2022),CINELLI Matteo,CINELLI Matteo,CINELLI,Cinelli,Matteo,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5076143079,Matteo Cinelli,0000-0003-3899-4592,20.0,36.0,124.0,5921.0,Sapienza University of Rome
Ordinario,CINQUE Luigi,CINQUE Luigi,CINQUE,Cinque,Luigi,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5032721141,Luigi Cinque,0000-0001-9149-2175,30.0,81.0,264.0,3594.0,Sapienza University of Rome
Associato,CIOCCA Gianluigi,CIOCCA Gianluigi,CIOCCA,Ciocca,Gianluigi,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5044430636,Gianluigi Ciocca,0000-0003-2878-2131,27.0,62.0,152.0,3341.0,University of Milano-Bicocca
Ordinario,CIRAVEGNA Fabio,CIRAVEGNA Fabio,CIRAVEGNA,Ciravegna,Fabio,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5052671966,Fabio Ciravegna,0000-0001-5817-4810,32.0,107.0,232.0,5075.0,University of Sheffield
Ordinario,CIRIANI Valentina,CIRIANI Valentina,CIRIANI,Ciriani,Valentina,F,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5076933640,Valentina Ciriani,0000-0002-0469-4201,18.0,35.0,121.0,1373.0,University of Milan
Ricercatore a t.d. - t.pieno (L. 79/2022),CIRILLO Stefano,CIRILLO Stefano,CIRILLO,Cirillo,Stefano,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5104332791,Stefano Cirillo,,17.0,28.0,65.0,1676.0,A. O. Ordine Mauriziano di Torino
Ricercatore a t.d. - t.pieno (L. 79/2022),CISOTTO Giulia,CISOTTO Giulia,CISOTTO,Cisotto,Giulia,F,TRIESTE,,01/INFO-01,INFO-01/A,,,"MATEMATICA, INFORMATICA E GEOSCIENZE",,,https://openalex.org/A5034563842,Giulia Cisotto,0000-0002-9554-9367,12.0,18.0,63.0,687.0,University of Padua
Ricercatore,CISTERNINO Antonio,CISTERNINO Antonio,CISTERNINO,Cisternino,Antonio,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5019439932,Antonio Cisternino,0000-0001-5302-3335,17.0,24.0,204.0,1076.0,Istituti di Ricovero e Cura a Carattere Scientifico
Ordinario,CIUCCI Davide Elio,CIUCCI Davide Elio,CIUCCI,Ciucci,Davide Elio,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,,,,,,,,
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CIVITARESE Gabriele,CIVITARESE Gabriele,CIVITARESE,Civitarese,Gabriele,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',,,https://openalex.org/A5068914794,Gabriele Civitarese,0000-0002-8247-2524,14.0,17.0,71.0,724.0,University of Milan
Ricercatore a t.d. - t.pieno (L. 79/2022),CLARIZIA Fabio,CLARIZIA Fabio,CLARIZIA,Clarizia,Fabio,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,STUDI UMANISTICI,,,https://openalex.org/A5066430179,Fabio Clarizia,,13.0,14.0,39.0,622.0,University of Salerno
Ordinario,CLEMENTI Andrea,CLEMENTI Andrea,CLEMENTI,Clementi,Andrea,M,"ROMA ""Tor Vergata""",,01/INFO-01,INFO-01/A,INF/01,01/B1,"Ingegneria dell'Impresa ""Mario Lucertini""",,,https://openalex.org/A5001082357,Andrea Clementi,0000-0002-9521-2457,31.0,63.0,184.0,3181.0,University of Rome Tor Vergata
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),COCCO Luisanna,COCCO Luisanna,COCCO,Cocco,Luisanna,F,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5087692087,Luisanna Cocco,0000-0002-5055-9166,12.0,13.0,39.0,881.0,University of Cagliari
Associato,CODETTA RAITERI Daniele,CODETTA RAITERI Daniele,CODETTA RAITERI,Codetta Raiteri,Daniele,M,PIEMONTE ORIENTALE,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),,,https://openalex.org/A5081835685,Daniele Codetta‐Raiteri,0000-0001-8881-2537,16.0,22.0,57.0,1072.0,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”
Ordinario,COLACE Francesco,COLACE Francesco,COLACE,Colace,Francesco,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria Industriale,,,https://openalex.org/A5045214539,Francesco Colace,0000-0003-2798-5834,31.0,76.0,241.0,2861.0,University of Salerno
Associato,COLAVIZZA Giovanni,COLAVIZZA Giovanni,COLAVIZZA,Colavizza,Giovanni,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Filologia Classica e Italianistica,,,https://openalex.org/A5005227218,Giovanni Colavizza,0000-0002-9806-084X,17.0,25.0,182.0,2856.0,University of Amsterdam
Associato,COLOMBO Pietro,COLOMBO Pietro,COLOMBO,Colombo,Pietro,M,INSUBRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze Teoriche e Applicate,,,https://openalex.org/A5042580260,Pietro Colombo,0000-0003-4617-5247,16.0,25.0,60.0,730.0,University of Insubria
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),COLONNELLI Iacopo,COLONNELLI Iacopo,COLONNELLI,Colonnelli,Iacopo,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5019034566,Iacopo Colonnelli,0000-0001-9290-2017,9.0,9.0,55.0,529.0,University of Turin
Ordinario,COMBI Carlo,COMBI Carlo,COMBI,Combi,Carlo,M,VERONA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5023655769,Carlo Combi,0000-0002-4837-4701,31.0,99.0,296.0,3652.0,University of Verona
Associato confermato,COMINI Marco,COMINI Marco,COMINI,Comini,Marco,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",,,https://openalex.org/A5051344054,Marco Comini,0000-0002-8069-3411,11.0,14.0,48.0,358.0,University of Udine
Associato,CONFALONIERI Roberto,CONFALONIERI Roberto,CONFALONIERI,Confalonieri,Roberto,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",,,https://openalex.org/A5109097897,Roberto Confalonieri,,27.0,43.0,77.0,2524.0,University of Milan
Associato,CONIGLIO Stefano,CONIGLIO Stefano,CONIGLIO,Coniglio,Stefano,M,BERGAMO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze economiche,,,https://openalex.org/A5020108924,Stefano Coniglio,0000-0001-9568-4385,16.0,25.0,79.0,881.0,University of Southampton
Ordinario,CONSOLE Luca,CONSOLE Luca,CONSOLE,Console,Luca,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5000149450,Luca Console,0000-0003-2948-5622,29.0,61.0,124.0,3274.0,University of Turin
Associato,CONTE Alessio,CONTE Alessio,CONTE,Conte,Alessio,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5086573637,Alessio Conte,0000-0003-0770-2235,12.0,15.0,98.0,497.0,University of Pisa
Ordinario,CONTI Mauro,CONTI Mauro,CONTI,Conti,Mauro,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",,,https://openalex.org/A5063847107,Mauro Conti,0000-0002-3612-1934,75.0,362.0,971.0,24437.0,University of Padua
Associato confermato,COPPOLA Paolo,COPPOLA Paolo,COPPOLA,Coppola,Paolo,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",,,https://openalex.org/A5036921589,Paolo Coppola,0000-0001-5808-6132,11.0,15.0,36.0,377.0,University of Udine
Associato,CORAZZA Anna,CORAZZA Anna,CORAZZA,Corazza,Anna,F,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,,,https://openalex.org/A5064332237,Anna Corazza,0000-0002-9156-5079,17.0,25.0,89.0,1016.0,University of Naples Federico II
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CORAZZA Michele,CORAZZA Michele,CORAZZA,Corazza,Michele,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE GIURIDICHE,,,https://openalex.org/A5103619388,Michele Corazza,,14.0,17.0,144.0,586.0,University of Pisa
Associato,CORCHS Silvia Elena,CORCHS Silvia Elena,CORCHS,Corchs,Silvia Elena,F,INSUBRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze Teoriche e Applicate,,,https://openalex.org/A5068677606,Silvia Corchs,0000-0002-1739-8110,18.0,31.0,75.0,1750.0,University of Insubria
Associato,CORDASCO Gennaro,CORDASCO Gennaro,CORDASCO,Cordasco,Gennaro,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5084267145,Gennaro Cordasco,0000-0001-9148-9769,26.0,90.0,273.0,2896.0,"University of Campania ""Luigi Vanvitelli"""
Associato,CORDERO Francesca,CORDERO Francesca,CORDERO,Cordero,Francesca,F,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5064773200,Francesca Cordero,0000-0002-3143-3330,31.0,60.0,213.0,4756.0,University of Turin
Associato,CORDONE Roberto,CORDONE Roberto,CORDONE,Cordone,Roberto,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5008632321,Roberto Cordone,0000-0002-5439-1743,21.0,36.0,106.0,1648.0,University of Milan
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CORMAN Julien Louis,CORMAN Julien Louis,CORMAN,Corman,Julien Louis,M,Libera Università di BOLZANO,Ingegneria,01/INFO-01,INFO-01/A,INF/01,01/B1,Non disponibile,,,,,,,,,,
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),CORO' Federico,CORÒ Federico,CORÒ,Corò,Federico,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",,,https://openalex.org/A5060913079,Federico Corò,0000-0002-7321-3467,13.0,17.0,71.0,422.0,University of Padua
Ordinario,CORRADINI Andrea,CORRADINI Andrea,CORRADINI,Corradini,Andrea,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5062051157,Andrea Corradini,0000-0001-6123-4175,33.0,101.0,286.0,4702.0,University of Trento
Ordinario,CORRADINI Flavio,CORRADINI Flavio,CORRADINI,Corradini,Flavio,M,CAMERINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCUOLA DI SCIENZE E TECNOLOGIE,,,https://openalex.org/A5078426900,Flavio Corradini,0000-0001-6767-2184,25.0,93.0,358.0,2792.0,Università di Camerino
Ordinario,CORTELLESSA Vittorio,CORTELLESSA Vittorio,CORTELLESSA,Cortellessa,Vittorio,M,L'AQUILA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,,,https://openalex.org/A5038504023,Vittorio Cortellessa,0000-0002-4507-464X,28.0,76.0,204.0,2899.0,University of L'Aquila
Ordinario,CORTESI Agostino,CORTESI Agostino,CORTESI,Cortesi,Agostino,M,"""Ca' Foscari"" VENEZIA",,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",,,https://openalex.org/A5015116587,Agostino Cortesi,0000-0002-0946-5440,28.0,82.0,305.0,2682.0,Ca' Foscari University of Venice
Ricercatore a t.d. - t.pieno (L. 79/2022),COSCIA Pasquale,COSCIA Pasquale,COSCIA,Coscia,Pasquale,M,MILANO,,01/INFO-01,INFO-01/A,,,INFORMATICA 'GIOVANNI DEGLI ANTONI',,,https://openalex.org/A5067609101,Pasquale Coscia,0000-0003-4726-3409,10.0,10.0,42.0,392.0,University of Milan
Associato,COSENZA Biagio,COSENZA Biagio,COSENZA,Cosenza,Biagio,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5031619277,Biagio Cosenza,0000-0002-8869-6705,13.0,19.0,75.0,1419.0,University of Salerno
Associato,COSMO Luca,COSMO Luca,COSMO,Cosmo,Luca,M,"""Ca' Foscari"" VENEZIA",,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Ambientali, Informatica e Statistica",,,https://openalex.org/A5085428440,Luca Cosmo,0000-0001-7729-4666,15.0,29.0,87.0,1073.0,Ca' Foscari University of Venice
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),COSSU Andrea,COSSU Andrea,COSSU,Cossu,Andrea,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5004554972,Andrea Cossu,0000-0003-3388-3965,21.0,33.0,101.0,1156.0,Istituto di Ricovero e Cura a Carattere Scientifico San Raffaele
Associato,COSTA Gabriele,COSTA Gabriele,COSTA,Costa,Gabriele,M,Scuola IMT Alti Studi LUCCA,Altre Strutture,01/INFO-01,INFO-01/A,INF/01,01/B1,COMPUTER SCIENCE AND APPLICATIONS,,,https://openalex.org/A5017754970,G. Costa,0000-0002-7297-0204,136.0,840.0,1179.0,90542.0,University of Luxembourg
Ordinario,COSTAGLIOLA Gennaro,COSTAGLIOLA Gennaro,COSTAGLIOLA,Costagliola,Gennaro,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5036621965,Gennaro Costagliola,0000-0003-3816-7765,22.0,62.0,248.0,1913.0,University of Salerno
Ordinario,COSTANTINI Stefania,COSTANTINI Stefania,COSTANTINI,Costantini,Stefania,F,L'AQUILA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,,,https://openalex.org/A5021862093,Stefania Costantini,0000-0002-5686-6124,17.0,40.0,257.0,1497.0,University of L'Aquila
Ricercatore,COVINO Emanuele,COVINO Emanuele,COVINO,Covino,Emanuele,M,BARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5014432252,Emanuele Covino,0000-0002-2905-0314,3.0,0.0,25.0,34.0,University of Bari Aldo Moro
Ricercatore,CREMONINI Marco,CREMONINI Marco,CREMONINI,Cremonini,Marco,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze sociali e politiche,,,https://openalex.org/A5080057892,Marco Cremonini,0000-0002-4031-9791,20.0,27.0,109.0,1814.0,University of Milan
Ordinario,CRISPO Bruno,CRISPO Bruno,CRISPO,Crispo,Bruno,M,TRENTO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria e Scienza dell'Informazione,,,https://openalex.org/A5076845058,Bruno Crispo,0000-0002-1252-8465,40.0,136.0,311.0,6526.0,University of Trento
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),CROCE Danilo,CROCE Danilo,CROCE,Croce,Danilo,M,"ROMA ""Tor Vergata""",,01/INFO-01,INFO-01/A,INF/01,01/B1,"INGEGNERIA DELL'IMPRESA ""MARIO LUCERTINI""",,,https://openalex.org/A5041324718,Danilo Croce,0000-0001-9111-1950,26.0,50.0,152.0,3121.0,University of Rome Tor Vergata
Ricercatore a t.d. - t.pieno (L. 79/2022),CRUCIANI Emilio,CRUCIANI Emilio,CRUCIANI,Cruciani,Emilio,M,EUROPEA di ROMA,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE UMANE,,,https://openalex.org/A5041514469,Emilio Cruciani,0000-0002-4744-5635,10.0,10.0,48.0,355.0,European University of Rome
Ricercatore,CULMONE Rosario,CULMONE Rosario,CULMONE,Culmone,Rosario,M,CAMERINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCUOLA DI SCIENZE E TECNOLOGIE,,,https://openalex.org/A5049649277,Rosario Culmone,0000-0003-3333-0893,12.0,14.0,61.0,419.0,Università di Camerino
Ordinario,CUTELLO Vincenzo,CUTELLO Vincenzo,CUTELLO,Cutello,Vincenzo,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5001469539,Vincenzo Cutello,0000-0002-7521-3516,27.0,52.0,152.0,2421.0,University of Catania
