Fascia,Cognome e Nome,Cognome e Nome normalized,Uppercase Surname,Cognome,Nome,Genere,Ateneo,Facoltà,GSD 2024,SSD 2024,SSD 2015,SC 2015,Struttura di afferenza,Servizio prestato in altro ateneo,molteplicità,OpenAlex ID,OpenAlex Name,ORCID,H-Index,I10-Index,Works Count,Cited By Count,Institution (OpenAlex)
Ordinario,ABATE Andrea Francesco,ABATE Andrea Francesco,ABATE,Abate,Andrea Francesco,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5038161482,Andrea F. Abate,0000-0002-0472-0318,18.0,37.0,131.0,1883.0,University of Salerno
Associato confermato,ABBATTISTA Fabio,ABBATTISTA Fabio,ABBATTISTA,Abbattista,Fabio,M,BARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5055377934,Fabio Abbattista,0000-0003-0460-8753,11.0,12.0,56.0,324.0,University of Bari Aldo Moro
Ordinario,ACAMPORA Giovanni,ACAMPORA Giovanni,ACAMPORA,Acampora,Giovanni,M,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Fisica ""Ettore Pancini""",,,https://openalex.org/A5023375107,Giovanni Acampora,0000-0003-4082-5616,30.0,81.0,240.0,3621.0,University of Naples Federico II
Associato confermato,ACCIARO Vincenzo,ACCIARO Vincenzo,ACCIARO,Acciaro,Vincenzo,M,CHIETI-PESCARA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Economia,,,https://openalex.org/A5076111709,Vincenzo Acciaro,0000-0001-5824-3935,5.0,2.0,28.0,53.0,University of Chieti-Pescara
Ordinario,ACETO Luca,ACETO Luca,ACETO,Aceto,Luca,M,Gran Sasso Science Institute,,01/INFO-01,INFO-01/A,INF/01,01/B1,Area di Informatica,,,https://openalex.org/A5041913577,Luca Aceto,0000-0002-2197-3018,30.0,115.0,402.0,4174.0,Reykjavík University
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ADORNETTO Carlo,ADORNETTO Carlo,ADORNETTO,Adornetto,Carlo,M,della CALABRIA,,01/INFO-01,INFO-01/A,,,MATEMATICA E INFORMATICA - DEMACS,,,https://openalex.org/A5045483261,Carlo Adornetto,0000-0002-9734-1017,3.0,1.0,16.0,46.0,University of Calabria
Associato confermato,AGOSTINI Alessandra,AGOSTINI Alessandra,AGOSTINI,Agostini,Alessandra,F,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5110004806,Alessandra Agostini,,19.0,28.0,70.0,1119.0,Agenzia Regionale Prevenzione e Ambiente della Regione Emilia-Romagna
Associato,AGUZZOLI Stefano,AGUZZOLI Stefano,AGUZZOLI,Aguzzoli,Stefano,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5101825075,Stefano Aguzzoli,0000-0002-7588-5048,16.0,23.0,86.0,657.0,University of Milan
Associato,AHMETOVIC Dragan,AHMETOVIC Dragan,AHMETOVIC,Ahmetovic,Dragan,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5048989427,Dragan Ahmetovic,0000-0001-5745-1230,26.0,47.0,100.0,1936.0,University of Milan
Associato,AIOLLI Fabio,AIOLLI Fabio,AIOLLI,Aiolli,Fabio,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",,,https://openalex.org/A5036243123,Fabio Aiolli,0000-0002-5823-7540,20.0,47.0,125.0,1859.0,University of Padua
Associato,ALAIMO Salvatore,ALAIMO Salvatore,ALAIMO,Alaimo,Salvatore,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,MEDICINA CLINICA E SPERIMENTALE,,,https://openalex.org/A5023263135,Salvatore Alaimo,0000-0003-4825-7617,17.0,33.0,126.0,1379.0,University of Catania
Associato,ALBERTI Marco,ALBERTI Marco,ALBERTI,Alberti,Marco,M,FERRARA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e informatica,,,https://openalex.org/A5079194919,Marco Alberti,0000-0003-4712-3721,21.0,33.0,105.0,1179.0,University of Siena
Associato,ALDINI Alessandro,ALDINI Alessandro,ALDINI,Aldini,Alessandro,M,Urbino Carlo Bo,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze Pure e Applicate (DiSPeA),,,https://openalex.org/A5044960820,Alessandro Aldini,0000-0002-7250-5011,17.0,36.0,147.0,1283.0,University of Urbino
Ordinario,ALDINUCCI Marco,ALDINUCCI Marco,ALDINUCCI,Aldinucci,Marco,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5089092418,Marco Aldinucci,0000-0001-8788-0829,28.0,69.0,287.0,3120.0,University of Turin
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ALESSANDRI' Luca,ALESSANDRÌ Luca,ALESSANDRÌ,Alessandrì,Luca,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,BIOTECNOLOGIE MOLECOLARI E SCIENZE PER LA SALUTE,,,https://openalex.org/A5058272351,Luca Alessandrí,0000-0003-4678-3349,9.0,8.0,35.0,276.0,Harvard University
Associato confermato,ALESSI Fabio,ALESSI Fabio,ALESSI,Alessi,Fabio,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",,,https://openalex.org/A5010809367,Fabio Alessi,,8.0,8.0,33.0,196.0,University of Udine
Associato,ALLEGRA Dario,ALLEGRA Dario,ALLEGRA,Allegra,Dario,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5019181839,Dario Allegra,0000-0002-4819-5340,11.0,13.0,58.0,540.0,University of Catania
Ordinario,ALVIANO Mario,ALVIANO Mario,ALVIANO,Alviano,Mario,M,della CALABRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica - DeMaCS,,,https://openalex.org/A5039882261,Mario Alviano,0000-0002-2052-2063,22.0,37.0,161.0,1582.0,University of Calabria
Associato,AMADINI Roberto,AMADINI Roberto,AMADINI,Amadini,Roberto,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5053873979,Roberto Amadini,0000-0003-1668-7305,13.0,18.0,61.0,469.0,University of Bologna
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMATO Domenico,AMATO Domenico,AMATO,Amato,Domenico,M,PALERMO,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5086482357,Domenico Amato,,3.0,2.0,9.0,68.0,Fondazione G.B. Bietti
Associato,AMENDOLA Giovanni,AMENDOLA Giovanni,AMENDOLA,Amendola,Giovanni,M,della CALABRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica - DeMaCS,,,https://openalex.org/A5008408305,Giovanni Amendola,,22.0,38.0,64.0,1886.0,Policlinico Umberto I
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AMICO Beatrice,AMICO Beatrice,AMICO,Amico,Beatrice,F,VERONA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5081209808,Beatrice Amico,0009-0006-6657-3823,4.0,2.0,14.0,135.0,University of Verona
Associato confermato,AMOROSO Alessandro,AMOROSO Alessandro,AMOROSO,Amoroso,Alessandro,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5028984333,Alessandro Amoroso,,14.0,16.0,72.0,550.0,Cor Jesu College
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AMPARORE Elvio Gilberto,AMPARORE Elvio Gilberto,AMPARORE,Amparore,Elvio Gilberto,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5077535441,Elvio Gilberto Amparore,0000-0003-1147-8985,12.0,17.0,67.0,538.0,University of Turin
Associato,ANCONA Davide,ANCONA Davide,ANCONA,Ancona,Davide,M,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5036812254,Davide Ancona,0000-0002-6297-2011,24.0,68.0,202.0,2157.0,University of Genoa
Ricercatore,ANDREOLINI Mauro,ANDREOLINI Mauro,ANDREOLINI,Andreolini,Mauro,M,MODENA e REGGIO EMILIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze fisiche, informatiche e matematiche",,,https://openalex.org/A5039756167,Mauro Andreolini,0000-0003-3671-6927,18.0,29.0,67.0,1075.0,University of Modena and Reggio Emilia
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANGILICA Denise,ANGILICA Denise,ANGILICA,Angilica,Denise,F,della CALABRIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA - DEMACS,,,https://openalex.org/A5075813305,Denise Angilica,0000-0002-4069-978X,2.0,0.0,5.0,9.0,University of Calabria
Ordinario,ANGLANO Cosimo Filomeno,ANGLANO Cosimo Filomeno,ANGLANO,Anglano,Cosimo Filomeno,M,PIEMONTE ORIENTALE,,01/INFO-01,INFO-01/A,INF/01,01/B1,Scienze e Innovazione Tecnologica (DISIT),,,https://openalex.org/A5060427763,Cosimo Anglano,0000-0002-0075-609X,23.0,38.0,90.0,1660.0,Università degli Studi del Piemonte Orientale “Amedeo Avogadro”
Ordinario,ANISETTI Marco,ANISETTI Marco,ANISETTI,Anisetti,Marco,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5090344140,Marco Anisetti,0000-0002-5438-9467,25.0,65.0,185.0,3399.0,University of Milan
Associato,ANSELMA Luca,ANSELMA Luca,ANSELMA,Anselma,Luca,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5043355817,Luca Anselma,0000-0003-2292-6480,13.0,19.0,80.0,712.0,University of Turin
Associato,ANSELMI Fabio,ANSELMI Fabio,ANSELMI,Anselmi,Fabio,M,TRIESTE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Matematica, Informatica e Geoscienze",,,https://openalex.org/A5079466450,Fabio Anselmi,0000-0002-0264-4761,22.0,32.0,76.0,1693.0,University of Trieste
Associato confermato,ANSELMO Marcella,ANSELMO Marcella,ANSELMO,Anselmo,Marcella,F,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5085297555,Marcella Anselmo,0000-0002-6487-8619,13.0,21.0,75.0,532.0,University of Salerno
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ANTELMI Alessia,ANTELMI Alessia,ANTELMI,Antelmi,Alessia,F,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5025069859,Alessia Antelmi,0000-0002-6366-0546,9.0,6.0,36.0,320.0,University of Turin
Ordinario,ANTONIOTTI Marco,ANTONIOTTI Marco,ANTONIOTTI,Antoniotti,Marco,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5037919963,Marco Antoniotti,0000-0002-2823-6838,23.0,52.0,175.0,2096.0,University of Milano-Bicocca
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARCERI Vincenzo,ARCERI Vincenzo,ARCERI,Arceri,Vincenzo,M,PARMA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"SCIENZE MATEMATICHE, FISICHE E INFORMATICHE",,,https://openalex.org/A5011667986,Vincenzo Arceri,0000-0002-5150-0393,9.0,9.0,41.0,182.0,University of Parma
Ordinario,ARDAGNA Claudio Agostino,ARDAGNA Claudio Agostino,ARDAGNA,Ardagna,Claudio Agostino,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5058453558,Claudio A. Ardagna,0000-0001-7426-4795,27.0,76.0,280.0,3253.0,University of Milan
Ordinario,ARDISSONO Liliana,ARDISSONO Liliana,ARDISSONO,Ardissono,Liliana,F,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5067765334,Liliana Ardissono,0000-0002-1339-4243,28.0,60.0,198.0,3011.0,University of Turin
Associato confermato,ARMANO Giuliano,ARMANO Giuliano,ARMANO,Armano,Giuliano,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5010844048,Giuliano Armano,0000-0002-8597-1433,20.0,38.0,187.0,1580.0,University of Cagliari
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ARRIGONI Viviana,ARRIGONI Viviana,ARRIGONI,Arrigoni,Viviana,F,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5014863005,Viviana Arrigoni,0000-0002-1411-9091,5.0,3.0,23.0,78.0,Sapienza University of Rome
Associato,ARTALE Alessandro,ARTALE Alessandro,ARTALE,Artale,Alessandro,M,Libera Università di BOLZANO,Ingegneria,01/INFO-01,INFO-01/A,INF/01,01/B1,FACOLTA' DI INGEGNERIA,,,https://openalex.org/A5035993641,Alessandro Artale,0000-0002-3852-9351,24.0,51.0,136.0,2718.0,Free University of Bozen-Bolzano
Associato,ASLAN Sinem,ASLAN Sinem,ASLAN,Aslan,Sinem,F,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Studi Storici “Federico Chabod”,,,https://openalex.org/A5086347537,Sinem Aslan,0000-0003-0068-6551,19.0,28.0,101.0,1603.0,Intel (United States)
Ordinario,ASPERTI Andrea,ASPERTI Andrea,ASPERTI,Asperti,Andrea,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5032765727,Andrea Asperti,0000-0002-9677-6350,27.0,54.0,167.0,2776.0,University of Bologna
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),ATIF Muhammad,ATIF Muhammad,ATIF,Atif,Muhammad,M,FIRENZE,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA “ULISSE DINI”(DIMAI),,,https://openalex.org/A5100439310,Muhammad Bilal,0000-0001-5388-3183,108.0,796.0,1590.0,50792.0,Islamia University of Bahawalpur
Associato,ATZORI Maurizio,ATZORI Maurizio,ATZORI,Atzori,Maurizio,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5088120071,Maurizio Atzori,0000-0001-6112-7310,17.0,28.0,130.0,1534.0,Hôpital Edouard Herriot
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),AUDRITO Giorgio,AUDRITO Giorgio,AUDRITO,Audrito,Giorgio,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5085966380,Giorgio Audrito,0000-0002-2319-0375,15.0,25.0,96.0,889.0,University of Turin
Ordinario,AULETTA Vincenzo,AULETTA Vincenzo,AULETTA,Auletta,Vincenzo,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria dell'Informazione ed Elettrica e Matematica applicata,,,https://openalex.org/A5075507126,Vincenzo Auletta,0000-0002-7875-3366,19.0,38.0,102.0,1222.0,University of Salerno
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),AURIEMMA CITARELLA Alessia,AURIEMMA CITARELLA Alessia,AURIEMMA CITARELLA,Auriemma Citarella,Alessia,F,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5040887693,Alessia Auriemma Citarella,0000-0002-6525-0217,6.0,5.0,33.0,154.0,University of Salerno
Associato,AUTILI Marco,AUTILI Marco,AUTILI,Autili,Marco,M,L'AQUILA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria e scienze dell'informazione e matematica,,,https://openalex.org/A5008647250,Marco Autili,0000-0001-5951-1567,20.0,47.0,138.0,1538.0,University of L'Aquila
Ordinario,AVANZINI Federico,AVANZINI Federico,AVANZINI,Avanzini,Federico,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica 'Giovanni Degli Antoni',,,https://openalex.org/A5016525014,Federico Avanzini,0000-0002-1257-5878,26.0,57.0,250.0,2322.0,University of Milan
Associato confermato,AVELLONE Alessandro,AVELLONE Alessandro,AVELLONE,Avellone,Alessandro,M,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,STATISTICA E METODI QUANTITATIVI,,,https://openalex.org/A5048799091,Alessandro Avellone,0000-0003-1677-1005,6.0,3.0,39.0,161.0,University of Milano-Bicocca
Associato,AVOLA Danilo,AVOLA Danilo,AVOLA,Avola,Danilo,M,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5064758488,Danilo Avola,0000-0001-9437-6217,23.0,45.0,122.0,1766.0,Sapienza University of Rome
Ricercatore a t.d. - t.defin. (art. 24 c.3-a L. 240/10),AZZOLINI Damiano,AZZOLINI Damiano,AZZOLINI,Azzolini,Damiano,M,FERRARA,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE DELL’AMBIENTE E DELLA PREVENZIONE,,,https://openalex.org/A5025413673,Damiano Azzolini,0000-0002-7133-2673,6.0,5.0,43.0,145.0,University of Ferrara
Ordinario,BABAOGLU Ozalp,BABAOGLU Ozalp,BABAOGLU,Babaoglu,Ozalp,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica - Scienza e Ingegneria,,,https://openalex.org/A5018846170,Özalp Babaoğlu,0000-0001-5848-1319,32.0,82.0,156.0,5094.0,University of Bologna
Ordinario,BACCIU Davide,BACCIU Davide,BACCIU,Bacciu,Davide,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,https://openalex.org/A5053890378,Davide Bacciu,0000-0001-5213-2468,23.0,67.0,390.0,2650.0,University of Pisa
Ordinario,BAGNARA Roberto,BAGNARA Roberto,BAGNARA,Bagnara,Roberto,M,PARMA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Fisiche e Informatiche",,,https://openalex.org/A5057370941,Roberto Bagnara,0000-0002-6163-6278,24.0,40.0,114.0,1883.0,University of Parma
Ordinario,BAIARDI Fabrizio Enrico Erminio,BAIARDI Fabrizio Enrico Erminio,BAIARDI,Baiardi,Fabrizio Enrico Erminio,M,PISA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA,,,,,,,,,,
Associato,BAIOLETTI Marco,BAIOLETTI Marco,BAIOLETTI,Baioletti,Marco,M,PERUGIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5058277216,Marco Baioletti,0000-0001-5630-7173,18.0,26.0,109.0,847.0,University of Perugia
Ordinario,BALDAN Paolo,BALDAN Paolo,BALDAN,Baldan,Paolo,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",,,https://openalex.org/A5031056947,Paolo Baldan,0000-0001-9357-5599,21.0,53.0,146.0,1635.0,University of Padua
Ordinario,BALDONI Matteo,BALDONI Matteo,BALDONI,Baldoni,Matteo,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5050621300,Matteo Baldoni,0000-0002-9294-0408,25.0,71.0,264.0,2585.0,University of Turin
Ricercatore a t.d. - t.pieno (L. 79/2022),BALESTRUCCI Alessandro,BALESTRUCCI Alessandro,BALESTRUCCI,Balestrucci,Alessandro,M,"Univ. Telematica ""Universitas MERCATORUM""",Scienze tecnologiche e dell'innovazione,01/INFO-01,INFO-01/A,INF/01,01/B1,INGEGNERIA E SCIENZE,,,https://openalex.org/A5047779677,Alessandro Balestrucci,0000-0002-4674-983X,7.0,6.0,23.0,116.0,Consorzio Interuniversitario Nazionale per l'Informatica
Associato,BALLAN Lamberto,BALLAN Lamberto,BALLAN,Ballan,Lamberto,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"MATEMATICA ""TULLIO LEVI-CIVITA"" - DM",,,https://openalex.org/A5069395041,Lamberto Ballan,0000-0003-0819-851X,28.0,54.0,122.0,3639.0,University of Padua
Associato,BALLIS Demis,BALLIS Demis,BALLIS,Ballis,Demis,M,UDINE,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Scienze Matematiche, Informatiche e Fisiche",,,https://openalex.org/A5020998049,Demis Ballis,0000-0002-1048-1739,14.0,22.0,72.0,492.0,University of Udine
Associato,BALLIU Alkida,BALLIU Alkida,BALLIU,Balliu,Alkida,F,Gran Sasso Science Institute,,01/INFO-01,INFO-01/A,INF/01,01/B1,Area di Informatica,,,https://openalex.org/A5035798037,Alkida Balliu,0000-0001-5293-8365,13.0,19.0,96.0,504.0,Gran Sasso Science Institute
Ricercatore,BALZANO Walter,BALZANO Walter,BALZANO,Balzano,Walter,M,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,Ingegneria Elettrica e delle Tecnologie dell'Informazione,,,https://openalex.org/A5087726862,Walter Balzano,0000-0002-8720-6655,14.0,19.0,83.0,554.0,University of Naples Federico II
Ordinario,BANDINI Stefania,BANDINI Stefania,BANDINI,Bandini,Stefania,F,MILANO-BICOCCA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"INFORMATICA, SISTEMISTICA E COMUNICAZIONE",,,https://openalex.org/A5043767376,Stefania Bandini,0000-0002-7056-0543,29.0,99.0,375.0,3415.0,University of Milano-Bicocca
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARALLA Gavina,BARALLA Gavina,BARALLA,Baralla,Gavina,F,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA E INFORMATICA,,,https://openalex.org/A5067605073,Gavina Baralla,0000-0002-3119-9388,10.0,11.0,26.0,664.0,University of Cagliari
Associato confermato,BARBANERA Franco,BARBANERA Franco,BARBANERA,Barbanera,Franco,M,CATANIA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5040202788,Franco Barbanera,0000-0002-8039-1085,17.0,34.0,103.0,1140.0,University of Catania
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARBATO Michele,BARBATO Michele,BARBATO,Barbato,Michele,M,MILANO,,01/INFO-01,INFO-01/A,INF/01,01/B1,INFORMATICA 'GIOVANNI DEGLI ANTONI',,,https://openalex.org/A5050816364,Michele Barbato,0000-0003-0484-8191,32.0,74.0,195.0,2948.0,"University of California, Davis"
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARBERO Stefano,BARBERO Stefano,BARBERO,Barbero,Stefano,M,TRENTO,,01/INFO-01,INFO-01/A,INF/01,01/B1,MATEMATICA,,,https://openalex.org/A5072417166,Stefano Barbero,0000-0003-2423-6061,7.0,4.0,74.0,184.0,Polytechnic University of Turin
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARDOZZO Francesco,BARDOZZO Francesco,BARDOZZO,Bardozzo,Francesco,M,SALERNO,,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE AZIENDALI - MANAGEMENT & INNOVATION SYSTEMS,,,https://openalex.org/A5057927455,Francesco Bardozzo,0000-0003-0199-6623,10.0,10.0,38.0,291.0,University of Salerno
Associato,BARLA Annalisa,BARLA Annalisa,BARLA,Barla,Annalisa,F,GENOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,"Informatica, bioingegneria,robotica e ingegneria dei sistemi (DIBRIS)",,,https://openalex.org/A5003964675,Annalisa Barla,0000-0002-3436-035X,22.0,35.0,126.0,1638.0,University of Genoa
Associato confermato,BAROGLIO Cristina,BAROGLIO Cristina,BAROGLIO,Baroglio,Cristina,F,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5037918126,Cristina Baroglio,0000-0002-2070-0616,23.0,52.0,215.0,1829.0,University of Turin
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARRA Paola,BARRA Paola,BARRA,Barra,Paola,F,"""Parthenope"" di NAPOLI",,01/INFO-01,INFO-01/A,INF/01,01/B1,SCIENZE E TECNOLOGIE,,,https://openalex.org/A5057985784,Paola Barra,0000-0002-7692-0626,13.0,20.0,60.0,500.0,Parthenope University of Naples
Ricercatore a t.d. - t.pieno (art. 24 c.3-b L. 240/10),BARRA Silvio,BARRA Silvio,BARRA,Barra,Silvio,M,Napoli Federico II,,01/INFO-01,INFO-01/A,INF/01,01/B1,INGEGNERIA ELETTRICA E DELLE TECNOLOGIE DELL'INFORMAZIONE,,,https://openalex.org/A5041900092,Silvio Barra,0000-0003-4042-3000,18.0,32.0,82.0,1177.0,University of Naples Federico II
Associato,BARRON CEDENO Luis Alberto,BARRON CEDENO Luis Alberto,BARRON CEDENO,Barron Cedeno,Luis Alberto,M,BOLOGNA,,01/INFO-01,INFO-01/A,INF/01,01/B1,Interpretazione e Traduzione,,,https://openalex.org/A5113683886,Luis Alberto Barrón Cedeño,,2.0,1.0,3.0,26.0,St. Luke's University Health Network
Associato,BARTOLETTI Massimo,BARTOLETTI Massimo,BARTOLETTI,Bartoletti,Massimo,M,CAGLIARI,,01/INFO-01,INFO-01/A,INF/01,01/B1,Matematica e Informatica,,,https://openalex.org/A5050606239,Massimo Bartoletti,0000-0003-3796-9774,30.0,68.0,190.0,4583.0,University of Cagliari
Ordinario,BARTOLINI Novella,BARTOLINI Novella,BARTOLINI,Bartolini,Novella,F,"ROMA ""La Sapienza""",,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5081384199,Novella Bartolini,0000-0002-1278-4549,19.0,40.0,108.0,1134.0,Sapienza University of Rome
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BARUZZO Giacomo,BARUZZO Giacomo,BARUZZO,Baruzzo,Giacomo,M,PADOVA,,01/INFO-01,INFO-01/A,INF/01,01/B1,INGEGNERIA DELL'INFORMAZIONE - DEI,,,https://openalex.org/A5010617664,Giacomo Baruzzo,0000-0001-6129-5007,10.0,11.0,47.0,782.0,University of Padua
Ricercatore a t.d. - t.pieno (art. 24 c.3-a L. 240/10),BASCIANI Francesco,BASCIANI Francesco,BASCIANI,Basciani,Francesco,M,Gran Sasso Science Institute,,01/INFO-01,INFO-01/A,INF/01,01/B1,Non disponibile,,,https://openalex.org/A5039406054,Francesco Basciani,0000-0002-9800-3431,8.0,8.0,39.0,250.0,Gran Sasso Science Institute
Associato,BASILE Valerio,BASILE Valerio,BASILE,Basile,Valerio,M,TORINO,,01/INFO-01,INFO-01/A,INF/01,01/B1,Informatica,,,https://openalex.org/A5071473719,Valerio Basile,0000-0001-8110-6832,34.0,71.0,157.0,4763.0,University of Messina
